Study,Prev Score,Sleep,Practice Tests,New Score
3,61,4,3,65
2,56,4,2,55
4,61,4,4,49
4,56,2,3,40
3,53,4,4,41
5,53,3,2,43
3,56,3,2,43
2,47,2,3,42
4,73,6,5,76
4,65,4,2,65
3,84,5,3,75
6,69,5,5,64
5,61,3,3,54
4,55,3,3,54
3,69,3,2,67
3,55,4,2,44
4,77,5,4,83
5,93,5,6,87
3,63,5,2,57
6,75,6,6,84
5,74,4,4,77
2,45,3,2,37
3,43,3,3,38
2,57,3,2,58
2,45,2,2,45
4,65,3,5,60
4,76,6,6,76
4,66,4,2,71
5,80,7,8,88
5,50,4,4,38
3,77,5,6,68
3,55,4,1,48
4,58,3,3,44
3,82,5,6,83
5,92,5,4,100
3,54,4,4,53
4,65,4,3,54
5,95,6,5,99
6,80,6,5,86
7,95,7,6,100
4,70,5,2,76
3,58,5,3,47
5,96,5,6,100
5,90,5,6,93
5,63,5,4,54
6,97,5,7,100
2,48,3,0,35
3,62,4,4,62
3,43,2,0,38
4,49,2,2,41
2,48,4,2,33
5,58,3,3,51
5,54,5,4,57
7,90,6,8,87
5,73,6,4,78
5,81,5,4,80
3,58,4,3,50
5,88,4,7,84
5,91,6,6,83
4,95,4,6,92
2,60,4,1,42
3,73,4,5,64
6,90,4,5,100
5,56,4,4,54
3,57,2,2,48
3,56,5,4,53
2,41,4,3,43
5,90,4,7,96
2,40,2,2,30
5,82,4,7,93
5,96,6,7,100
2,49,3,1,49
5,76,6,4,68
6,87,4,5,96
7,95,7,7,96
4,44,3,1,33
5,95,5,5,92
5,94,7,7,90
2,51,2,0,49
6,75,5,5,78
5,70,3,5,75
5,94,7,8,88
5,77,4,5,81
6,90,4,6,100
3,48,4,0,42
4,83,6,5,90
4,65,3,3,63
5,54,4,4,48
3,55,3,2,48
4,52,3,3,43
4,64,3,3,57
4,69,4,2,64
6,92,4,7,100
5,95,6,5,97
3,46,3,1,45
5,96,4,5,99
5,94,7,6,86
4,91,4,5,97
2,43,3,4,28
3,82,3,3,70
6,79,4,4,80
4,77,4,6,71
6,96,7,8,97
5,69,3,4,74
4,49,3,2,33
5,69,5,5,70
4,78,4,6,77
3,46,4,2,47
4,75,3,3,66
4,74,4,4,74
4,63,5,4,54
4,78,4,4,75
5,75,3,3,75
6,84,5,5,94
3,59,3,3,56
5,88,4,4,91
5,71,6,6,68
4,98,5,8,92
6,78,5,5,88
5,88,5,6,96
3,65,4,3,58
5,65,3,3,51
5,75,6,5,85
6,82,4,5,75
6,74,5,4,77
4,82,4,6,78
5,74,4,5,75
5,51,4,3,53
4,72,6,5,68
5,75,3,5,78
2,53,3,4,37
3,72,3,5,60
5,85,4,6,78
4,84,5,5,79
5,84,5,5,94
4,63,4,5,52
3,54,4,3,59
4,70,4,5,69
5,56,5,5,61
3,51,4,2,35
4,61,2,2,48
4,62,5,4,62
3,65,5,3,63
2,53,2,2,41
2,51,3,1,32
5,89,5,8,87
2,43,2,0,26
7,98,7,8,100
5,85,4,6,91
6,90,4,6,96
3,52,2,3,44
4,96,6,5,94
7,94,9,8,94
4,57,4,2,61
5,82,5,5,81
5,67,4,3,61
5,77,6,5,86
5,80,5,6,81
5,83,4,3,72
3,58,3,3,44
5,85,6,5,96
5,86,6,8,98
4,82,6,7,78
4,77,4,5,72
5,85,6,5,88
3,42,3,4,42
3,58,4,3,52
3,59,4,4,51
3,64,4,3,54
4,50,4,2,40
7,95,7,7,91
2,56,4,3,48
7,99,5,7,100
6,98,5,7,93
5,88,6,4,86
6,94,6,6,100
3,74,4,5,69
5,53,5,4,59
4,98,4,5,87
5,78,4,7,72
4,96,4,6,100
4,58,2,2,46
3,42,4,2,30
4,73,4,5,66
7,97,8,9,98
7,88,5,8,95
4,80,5,5,69
4,61,4,5,58
4,77,4,5,72
5,95,6,5,92
4,66,3,5,59
3,60,3,5,50
5,80,4,6,77
4,70,4,6,78
5,66,4,4,59
4,76,4,6,83
2,41,2,-1,33
6,93,6,6,100
5,86,5,7,95
5,48,4,4,36
5,58,4,4,48
4,81,4,4,84
6,75,6,4,78
4,49,4,3,47
6,98,6,7,100
4,79,5,5,78
7,93,9,9,92
5,84,7,8,97
5,78,5,6,70
1,46,3,1,28
3,43,1,0,36
5,54,5,3,42
5,51,5,2,54
4,87,4,6,96
3,45,3,3,41
9,99,9,9,99
4,48,2,1,37
4,74,4,4,81
3,47,2,2,34
3,46,2,1,47
3,43,2,2,40
5,97,6,8,98
4,52,4,4,51
5,58,3,5,62
4,46,3,2,48
4,49,2,1,36
3,64,3,5,63
5,83,4,7,91
9,97,8,7,100
4,74,6,6,72
